Brand,Product Name,Category,Ingredient Details,Ingredient Types,Is Harmful?,Reason for Harmful,Daily Limit,Suitable for Kids,Suitable for Teens,Suitable for Elderly,Nutritional Impact,Healthy Alternative,Alternative Description,Translation Availability,Harmful Ingredient Count,Total Ingredients,Country of Manufacturing,Expiration Detail
Chobani,Chobani Flip Blueberry,Yogurt,"Skimmed Milk, Sugar, Blueberries, Live and Active Cultures (Lactobacillus bulgaricus, Streptococcus thermophilus)","Dairy, Sugar, Fruit, Probiotic",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, improves gut health",Plain Greek Yogurt with Berries,Plain Greek yogurt topped with fresh or frozen blueberries,Yes,0,4,USA,21 days after manufacturing
Stonyfield,Stonyfield Organic Plain Yogurt,Yogurt,"Organic Skim Milk, Organic Cultures (Lactobacillus bulgaricus, Streptococcus thermophilus)","Dairy, Probiotic",No,Not Applicable,As desired,Yes,Yes,Yes,"High in protein, calcium, and probiotics",Homemade Yogurt,Homemade yogurt made with milk and yogurt starter cultures,Yes,0,2,USA,21 days after manufacturing
Lifeway,Lifeway Kefir Plain,Kefir,"Skim Milk, Kefir Grains","Dairy, Probiotic",No,Not Applicable,As desired,Yes,Yes,Yes,"High in protein, calcium, and probiotics",Homemade Kefir,Homemade kefir made with milk and kefir grains,Yes,0,2,USA,30 days after manufacturing
Goodbelly,Goodbelly Probiotic Juice Drink,Juice Drink,"Filtered Water, Sugar, Fruit Juice Concentrate, Probiotics (Lactobacillus plantarum 299v)","Water, Sugar, Fruit, Probiotic",Yes,High sugar content,1 serving per day,No,No,No,May contribute to weight gain,Diluted Fruit Juice,Diluted fruit juice with added water,Yes,1,4,USA,60 days after manufacturing
KeVita,KeVita Master Brew Kombucha,Kombucha,"Black Tea, Sugar, Probiotics","Tea, Sugar, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,3,USA,120 days after manufacturing
GT's,GT's Kombucha Ginger,Kombucha,"Black Tea, Sugar, Ginger, Probiotics","Tea, Sugar, Spice, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Diluted Kombucha,Diluted kombucha with added water,Yes,1,4,USA,120 days after manufacturing
Red Star,Red Star Yeast Nutrition,Nutritional Yeast,Inactive Yeast,Yeast,No,Not Applicable,As desired,Yes,Yes,Yes,"Source of B vitamins, protein",Nutritional Yeast Flakes,Nutritional yeast flakes sprinkled on food,Yes,0,1,USA,12 months after manufacturing
Bragg,Bragg Liquid Aminos,Liquid Seasoning,"Soybeans, Water, Salt","Soy, Salt",Yes,"Contains soy, may cause allergies in some individuals",Use sparingly,Depends on soy allergy,Depends on soy allergy,Depends on soy allergy,Source of umami flavor,Coconut Aminos,Coconut aminos as a soyNot Applicablefree alternative,Yes,1,3,USA,12 months after manufacturing
Nasoya,Nasoya Organic Edamame,Edamame,Organic Edamame,Soy,Yes,"Contains soy, may cause allergies in some individuals",Use in moderation,Depends on soy allergy,Depends on soy allergy,Depends on soy allergy,"Source of protein, fiber",Lentils,Cooked lentils as a source of plantNot Applicablebased protein,Yes,1,1,USA,12 months after manufacturing
Tofurky,Tofurky Tempeh,Tempeh,"Soybeans, Water, Starter Culture",Soy,Yes,"Contains soy, may cause allergies in some individuals",Use in moderation,Depends on soy allergy,Depends on soy allergy,Depends on soy allergy,"Source of protein, fiber",Lentils,Cooked lentils as a source of plantNot Applicablebased protein,Yes,1,3,USA,7 days refrigerated
Kite Hill,Kite Hill Almond Milk Yogurt,Yogurt,"Almond Milk, Sugar, Probiotics","Nuts, Sugar, Probiotic",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"PlantNot Applicablebased, lactoseNot Applicablefree",Coconut Yogurt,Coconut yogurt made with coconut milk,Yes,0,3,USA,21 days after manufacturing
Forager Project,Forager Project Cashew Yogurt,Yogurt,"Cashews, Water, Probiotics","Nuts, Probiotic",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"PlantNot Applicablebased, lactoseNot Applicablefree",Coconut Yogurt,Coconut yogurt made with coconut milk,Yes,0,3,USA,21 days after manufacturing
Nancy's,Nancy's Organic Yogurt,Yogurt,"Organic Whole Milk, Organic Cultures","Dairy, Probiotic",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, calcium, and probiotics",Homemade Yogurt,Homemade yogurt made with milk and yogurt starter cultures,Yes,0,2,USA,21 days after manufacturing
Fage,Fage Total 0% Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate",Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,2,Greece,21 days after manufacturing
Siggi's,Siggi's 0% Plain Yogurt,Yogurt,Skim Milk,Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,1,USA,21 days after manufacturing
Liberte,Liberte Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate",Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,High in protein,Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,2,Canada,21 days after manufacturing
Wallaby,Wallaby Organic Whole Milk Yogurt,Yogurt,"Organic Whole Milk, Organic Cultures","Dairy, Probiotic",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, calcium, and probiotics",Homemade Yogurt,Homemade yogurt made with milk and yogurt starter cultures,Yes,0,2,USA,21 days after manufacturing
Dannon,Dannon Light & Fit Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate, Sugar","Dairy, Sugar",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,3,USA,21 days after manufacturing
Yoplait,Yoplait Original Yogurt,Yogurt,"Skim Milk, Sugar, Corn Starch","Dairy, Sugar, Starch",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,Source of calcium,Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,3,USA,21 days after manufacturing
Stonyfield,Stonyfield Organic YoBaby Peach & Mango,Yogurt,"Organic Whole Milk, Organic Cane Sugar, Organic Peach & Mango Puree, Organic Cultures","Dairy, Sugar, Fruit, Probiotic",No,Not Applicable,As needed,Yes,Yes,Yes,Source of calcium and protein,Plain Yogurt,Plain yogurt with added fruit,Yes,0,4,USA,21 days after manufacturing
Happy Belly,Happy Belly Plain Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate",Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Homemade Yogurt,Homemade yogurt made with milk and yogurt starter cultures,Yes,0,2,USA,21 days after manufacturing
Oikos,Oikos Triple Zero Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate, Sweetener (Stevia Leaf Extract)","Dairy, Sweetener",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in sugar",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,3,USA,21 days after manufacturing
Fage,Fage Total 0% Plain Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate",Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,2,Greece,21 days after manufacturing
Greek Gods,Greek Gods 100% Greek Yogurt,Yogurt,"Whole Milk, Milk Protein Concentrate",Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,High in protein,Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,2,USA,21 days after manufacturing
Wallaby,Wallaby Organic LowNot ApplicableFat Yogurt,Yogurt,"Organic LowNot ApplicableFat Milk, Organic Cultures","Dairy, Probiotic",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,Source of calcium and protein,Plain Yogurt,Plain yogurt with no added sugar,Yes,0,2,USA,21 days after manufacturing
Dannon,Danone Light & Fit Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate, Sugar","Dairy, Sugar",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,3,USA,21 days after manufacturing
Yoplait,Yoplait Original Yogurt,Yogurt,"Skim Milk, Sugar, Corn Starch","Dairy, Sugar, Starch",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,Source of calcium,Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,3,USA,21 days after manufacturing
Stonyfield,Stonyfield Organic YoBaby Peach & Mango,Yogurt,"Organic Whole Milk, Organic Cane Sugar, Organic Peach & Mango Puree, Organic Cultures","Dairy, Sugar, Fruit, Probiotic",No,Not Applicable,As needed,Yes,Yes,Yes,Source of calcium and protein,Plain Yogurt,Plain yogurt with added fruit,Yes,0,4,USA,21 days after manufacturing
Happy Belly,Happy Belly Plain Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate",Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Homemade Yogurt,Homemade yogurt made with milk and yogurt starter cultures,Yes,0,2,USA,21 days after manufacturing
Oikos,Oikos Triple Zero Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate, Sweetener (Stevia Leaf Extract)","Dairy, Sweetener",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in sugar",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,3,USA,21 days after manufacturing
Fage,Fage Total 0% Plain Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate",Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,2,Greece,21 days after manufacturing
Greek Gods,Greek Gods 100% Greek Yogurt,Yogurt,"Whole Milk, Milk Protein Concentrate",Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,High in protein,Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,2,USA,21 days after manufacturing
Wallaby,Wallaby Organic LowNot ApplicableFat Yogurt,Yogurt,"Organic LowNot ApplicableFat Milk, Organic Cultures","Dairy, Probiotic",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,Source of calcium and protein,Plain Yogurt,Plain yogurt with no added sugar,Yes,0,2,USA,21 days after manufacturing
Dannon,Danone Light & Fit Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate, Sugar","Dairy, Sugar",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,3,USA,21 days after manufacturing
Yoplait,Yoplait Original Yogurt,Yogurt,"Skim Milk, Sugar, Corn Starch","Dairy, Sugar, Starch",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,Source of calcium,Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,3,USA,21 days after manufacturing
Stonyfield,Stonyfield Organic YoBaby Peach & Mango,Yogurt,"Organic Whole Milk, Organic Cane Sugar, Organic Peach & Mango Puree, Organic Cultures","Dairy, Sugar, Fruit, Probiotic",No,Not Applicable,As needed,Yes,Yes,Yes,Source of calcium and protein,Plain Yogurt,Plain yogurt with added fruit,Yes,0,4,USA,21 days after manufacturing
Happy Belly,Happy Belly Plain Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate",Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Homemade Yogurt,Homemade yogurt made with milk and yogurt starter cultures,Yes,0,2,USA,21 days after manufacturing
Oikos,Oikos Triple Zero Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate, Sweetener (Stevia Leaf Extract)","Dairy, Sweetener",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in sugar",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,3,USA,21 days after manufacturing
Fage,Fage Total 0% Plain Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate",Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,2,Greece,21 days after manufacturing
Greek Gods,Greek Gods 100% Greek Yogurt,Yogurt,"Whole Milk, Milk Protein Concentrate",Dairy,No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,High in protein,Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,2,USA,21 days after manufacturing
Wallaby,Wallaby Organic LowNot ApplicableFat Yogurt,Yogurt,"Organic LowNot ApplicableFat Milk, Organic Cultures","Dairy, Probiotic",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,Source of calcium and protein,Plain Yogurt,Plain yogurt with no added sugar,Yes,0,2,USA,21 days after manufacturing
Dannon,Danone Light & Fit Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate, Sugar","Dairy, Sugar",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"High in protein, low in fat",Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,3,USA,21 days after manufacturing
Yoplait,Yoplait Original Yogurt,Yogurt,"Skim Milk, Sugar, Corn Starch","Dairy, Sugar, Starch",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,Source of calcium,Plain Greek Yogurt,Plain Greek yogurt with no added sugar,Yes,0,3,USA,21 days after manufacturing
Yakult,Yakult Probiotic Drink,Fermented Milk Drink,"Skimmed Milk, Sugar, Dextrose, Lactobacillus casei strain Shirota","Dairy, Sugar, Probiotic",No,Not Applicable,1Not Applicable2 bottles,Yes,Yes,Yes,"Improves gut health, boosts immunity",Homemade Kefir,Homemade kefir made with milk and kefir grains,Yes,0,4,Japan,30 days after manufacturing
Milky Mist,Milky Mist Probiotic,Fermented Milk Drink,"Skimmed Milk, Sugar, Dextrose, Lactobacillus casei strain Shirota","Dairy, Sugar, Probiotic",No,Not Applicable,1Not Applicable2 bottles,Yes,Yes,Yes,"Improves gut health, boosts immunity",Homemade Kefir,Homemade kefir made with milk and kefir grains,Yes,0,4,India,30 days after manufacturing
Epigamia,Epigamia Blueberry,Yogurt,"Skimmed Milk, Sugar, Blueberry Puree, Bifidus Regularis","Dairy, Sugar, Fruit",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"Improves digestion, strengthens bones",Greek Yogurt,Plain Greek yogurt with added fruit,Yes,0,4,India,21 days after manufacturing
Farmley,Farmley Peri Peri R,Yogurt,"Skimmed Milk, Sugar, Peri Peri Sauce, Bifidus Regularis","Dairy, Sugar, Spice",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,"Improves digestion, strengthens bones",Greek Yogurt,Plain Greek yogurt with added spices,Yes,0,4,India,21 days after manufacturing
Whey91,Whey91 Choco Fudge,Protein Shake,"Whey Protein Isolate, Cocoa Powder, Sugar, Milk Solids","Dairy, Sugar",No,Not Applicable,1Not Applicable2 servings,Yes,Yes,Yes,High in protein,Homemade Protein Shake,Homemade protein shake with whey protein powder and cocoa powder,Yes,0,4,India,30 days after manufacturing
HealthNot ApplicableAde,HealthNot ApplicableAde Kombucha Pomegranate,Kombucha,"Black Tea, Sugar, Pomegranate Juice, Probiotics","Tea, Sugar, Fruit, Probiotic",Yes,High sugar content,1 serving per day,No,No,No,May contribute to weight gain,Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,4,USA,120 days after manufacturing
Hum,Hum Kombucha Ginger Lemon,Kombucha,"Black Tea, Sugar, Ginger, Lemon, Probiotics","Tea, Sugar, Spice, Fruit, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,5,USA,120 days after manufacturing
Brew Dr.,Brew Dr. Kombucha Blueberry Lavender,Kombucha,"Black Tea, Sugar, Blueberry, Lavender, Probiotics","Tea, Sugar, Fruit, Flower, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,5,USA,120 days after manufacturing
GT's,GT's Kombucha Trilogy,Kombucha,"Black Tea, Sugar, Probiotics","Tea, Sugar, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,3,USA,120 days after manufacturing
KeVita,KeVita Master Brew Kombucha Mango,Kombucha,"Black Tea, Sugar, Mango, Probiotics","Tea, Sugar, Fruit, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,4,USA,120 days after manufacturing
Revive Kombucha,Revive Kombucha Lemon Ginger,Kombucha,"Black Tea, Sugar, Lemon, Ginger, Probiotics","Tea, Sugar, Fruit, Spice, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,5,USA,120 days after manufacturing
Live Kombucha,Live Kombucha Original,Kombucha,"Black Tea, Sugar, Probiotics","Tea, Sugar, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,3,USA,120 days after manufacturing
Hiball Kombucha,Hiball Kombucha Ginger Lemon,Kombucha,"Black Tea, Sugar, Ginger, Lemon, Probiotics","Tea, Sugar, Spice, Fruit, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,5,USA,120 days after manufacturing
Suja Kombucha,Suja Kombucha Pineapple Ginger,Kombucha,"Black Tea, Sugar, Pineapple, Ginger, Probiotics","Tea, Sugar, Fruit, Spice, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,5,USA,120 days after manufacturing
Seagram's Escapes Kombucha,Seagram's Escapes Kombucha Raspberry,Kombucha,"Black Tea, Sugar, Raspberry, Probiotics","Tea, Sugar, Fruit, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,4,USA,120 days after manufacturing
Remedy Kombucha,Remedy Kombucha Ginger Lemon,Kombucha,"Black Tea, Sugar, Ginger, Lemon, Probiotics","Tea, Sugar, Spice, Fruit, Probiotic",Yes,"High sugar content, caffeine",1 serving per day,No,No,No,"May contribute to weight gain, potential caffeine effects",Homemade Kombucha,Homemade kombucha made with black tea and sugar,Yes,1,5,Australia,120 days after manufacturing
